year_bin,anomaly,eccentricity,obliquity,perihelion,insolation,global_insolation,delta_eccentricity,delta_obliquity,delta_perihelion,delta_insolation,delta_global_insolation,perihelion_lagged_20,perihelion_lagged_50,eccentricity_lagged_20,eccentricity_lagged_50,obliquity_lagged_20,obliquity_lagged_50,insolation_lagged_20,insolation_lagged_50
-740000,-3.559,-1.184,1.297,-0.233,0.404,-0.977,0.839,-0.377,0.485,0.343,0.517,-1.415,0.111,-0.452,-1.021,0.486,-0.21,-0.45,-0.05
-738000,-4.006,-1.021,1.181,0.193,0.687,-0.918,1.719,-0.377,0.466,0.536,0.612,-1.029,0.111,-0.452,-1.021,0.254,-0.21,-0.819,-0.05
-736000,-4.452,-0.859,0.833,0.605,0.924,-0.842,1.719,-1.128,0.451,0.446,0.802,-0.643,0.111,-0.452,-1.021,-0.094,-0.21,-0.801,-0.05
-734000,-4.899,-0.696,0.486,1.008,0.969,-0.75,1.719,-1.128,0.44,0.081,0.992,-0.255,0.111,-0.452,-1.021,-0.442,-0.21,-0.538,-0.05
-732000,-4.802,-0.534,0.022,1.404,0.62,-0.657,1.719,-1.504,0.434,-0.673,0.992,0.136,0.111,-0.534,-1.021,-0.674,-0.21,-0.129,-0.05
-730000,-4.704,-0.371,-0.326,1.798,0.006,-0.556,1.719,-1.128,0.43,-1.177,1.087,0.529,0.111,-0.615,-1.021,-0.905,-0.21,0.211,-0.05
-728000,-4.607,-0.29,-0.789,-1.667,-0.762,-0.438,0.839,-1.504,-3.799,-1.473,1.278,0.927,0.111,-0.696,-1.021,-1.021,-0.21,0.27,-0.05
-726000,-4.509,-0.128,-1.137,-1.28,-1.432,-0.32,1.719,-1.128,0.423,-1.284,1.278,1.326,0.111,-0.777,-1.021,-1.137,-0.21,0.093,-0.05
-724000,-4.412,0.035,-1.369,-0.896,-1.684,-0.202,1.719,-0.753,0.421,-0.488,1.278,0.449,0.111,-0.859,-1.021,-1.021,-0.21,-0.295,-0.05
-722000,-4.314,0.116,-1.485,-0.512,-1.536,-0.076,0.839,-0.377,0.419,0.279,1.373,-1.709,0.111,-0.94,-1.021,-1.021,-0.21,-0.673,-0.05
-720000,-4.217,0.279,-1.369,-0.132,-0.884,0.042,1.719,0.375,0.416,1.239,1.278,-1.29,0.111,-1.021,-1.021,-0.789,-0.21,-0.833,-0.05
-718000,-4.119,0.36,-1.253,0.246,-0.035,0.152,0.839,0.375,0.414,1.615,1.183,-0.861,0.111,-1.184,-1.021,-0.558,-0.21,-0.758,-0.05
-716000,-4.021,0.441,-0.905,0.623,0.733,0.261,0.839,1.126,0.412,1.462,1.183,-0.417,0.111,-1.265,-1.021,-0.21,-0.21,-0.399,-0.05
-714000,-3.924,0.604,-0.558,0.997,1.198,0.371,1.719,1.126,0.408,0.882,1.183,0.045,0.111,-1.346,-1.021,0.022,-0.21,0.054,-0.05
-712000,-4.179,0.685,-0.21,1.366,1.076,0.472,0.839,1.126,0.404,-0.238,1.087,0.541,0.111,-1.427,-1.021,0.37,-0.21,0.429,-0.05
-710000,-4.152,0.766,0.254,1.732,0.575,0.573,0.839,1.502,0.4,-0.962,1.087,1.072,0.111,-1.508,-1.021,0.717,-0.21,0.633,-0.05
-708000,-4.552,0.847,0.601,-0.474,-0.18,0.666,0.839,1.126,-2.419,-1.447,0.992,1.63,0.111,-1.508,-1.021,1.065,-0.21,0.582,-0.05
-706000,-4.382,0.847,0.949,-1.397,-0.858,0.75,-0.041,1.126,-1.014,-1.3,0.897,-1.669,0.111,-1.508,-1.021,1.297,-0.21,0.412,-0.05
-704000,-4.11,0.928,1.181,-1.04,-1.123,0.817,0.839,0.75,0.39,-0.512,0.707,-1.156,0.111,-1.427,-1.021,1.413,-0.21,0.256,-0.05
-702000,-3.81,1.01,1.297,-0.684,-0.977,0.885,0.839,0.375,0.39,0.273,0.707,-0.677,0.111,-1.265,-1.021,1.413,-0.21,0.221,-0.05
-700000,-3.487,1.01,1.297,-0.329,-0.3,0.935,-0.041,-0.001,0.388,1.287,0.517,-0.233,0.111,-1.184,-1.021,1.297,-0.21,0.404,-0.05
-698000,-3.389,1.091,1.181,0.027,0.607,0.977,0.839,-0.377,0.389,1.726,0.422,0.193,-1.037,-1.021,-0.696,1.181,0.022,0.687,-0.751
-696000,-3.353,1.091,0.949,0.382,1.466,1.003,-0.041,-0.753,0.388,1.635,0.232,0.605,-0.641,-0.859,-0.696,0.833,0.37,0.924,-0.521
-694000,-3.379,1.091,0.717,0.738,2.022,1.02,-0.041,-0.753,0.389,1.056,0.136,1.008,-0.249,-0.696,-0.615,0.486,0.601,0.969,-0.056
-692000,-3.653,1.091,0.486,1.095,1.909,1.028,-0.041,-0.753,0.391,-0.221,0.041,1.404,0.14,-0.534,-0.534,0.022,0.833,0.62,0.568
-690000,-3.742,1.091,0.138,1.452,1.297,1.028,-0.041,-1.128,0.39,-1.175,-0.054,1.798,0.525,-0.371,-0.534,-0.326,1.065,0.006,1.131
-688000,-4.191,1.091,-0.21,0.527,0.23,1.011,-0.041,-1.128,-1.016,-2.042,-0.244,-1.667,0.907,-0.29,-0.452,-0.789,1.065,-0.762,1.366
-686000,-4.345,1.091,-0.442,-1.683,-0.881,0.986,-0.041,-0.753,-2.423,-2.128,-0.339,-1.28,1.29,-0.128,-0.452,-1.137,1.065,-1.432,1.275
-684000,-4.727,1.01,-0.674,-1.323,-1.669,0.944,-0.922,-0.753,0.394,-1.511,-0.529,-0.896,1.672,0.035,-0.452,-1.369,0.949,-1.684,0.777
-682000,-5.343,1.01,-0.789,-0.963,-2.032,0.902,-0.041,-0.377,0.394,-0.698,-0.529,-0.512,-1.799,0.116,-0.452,-1.485,0.717,-1.536,0.132
-680000,-6.223,0.928,-0.905,-0.603,-1.73,0.826,-0.922,-0.377,0.394,0.571,-0.91,-0.132,-1.415,0.279,-0.452,-1.369,0.486,-0.884,-0.45
-678000,-5.338,0.847,-0.905,-0.242,-1.038,0.75,-0.922,-0.001,0.394,1.316,-0.91,0.246,-1.029,0.36,-0.452,-1.253,0.254,-0.035,-0.819
-676000,-5.783,0.847,-0.789,0.116,-0.098,0.666,-0.041,0.375,0.392,1.789,-1.005,0.623,-0.643,0.441,-0.452,-0.905,-0.094,0.733,-0.801
-674000,-5.341,0.766,-0.674,0.475,0.765,0.565,-0.922,0.375,0.392,1.641,-1.195,0.997,-0.255,0.604,-0.452,-0.558,-0.442,1.198,-0.538
-672000,-6.325,0.685,-0.442,0.832,1.212,0.455,-0.922,0.75,0.39,0.848,-1.29,1.366,0.136,0.685,-0.534,-0.21,-0.674,1.076,-0.129
-670000,-6.862,0.522,-0.21,1.186,1.255,0.346,-1.802,0.75,0.388,0.078,-1.29,1.732,0.529,0.766,-0.615,0.254,-0.905,0.575,0.211
-668000,-6.556,0.441,0.022,1.537,0.822,0.228,-0.922,0.75,0.384,-0.833,-1.385,-0.474,0.927,0.847,-0.696,0.601,-1.021,-0.18,0.27
-666000,-7.163,0.36,0.37,1.884,0.218,0.101,-0.922,1.126,0.38,-1.16,-1.48,-1.397,1.326,0.847,-0.777,0.949,-1.137,-0.858,0.093
-664000,-8.648,0.197,0.601,-1.626,-0.343,-0.034,-1.802,0.75,-3.848,-1.077,-1.575,-1.04,0.449,0.928,-0.859,1.181,-1.021,-1.123,-0.295
-662000,-8.17,0.035,0.717,-1.286,-0.707,-0.16,-1.802,0.375,0.371,-0.7,-1.48,-0.684,-1.709,1.01,-0.94,1.297,-1.021,-0.977,-0.673
-660000,-7.251,-0.046,0.833,-0.952,-0.706,-0.286,-0.922,0.375,0.365,-0.002,-1.48,-0.329,-1.29,1.01,-1.021,1.297,-0.789,-0.3,-0.833
-658000,-7.995,-0.209,0.949,-0.625,-0.474,-0.413,-1.802,0.375,0.358,0.436,-1.48,0.027,-0.861,1.091,-1.184,1.181,-0.558,0.607,-0.758
-656000,-8.469,-0.371,0.833,-0.304,-0.068,-0.531,-1.802,-0.377,0.351,0.771,-1.385,0.382,-0.417,1.091,-1.265,0.949,-0.21,1.466,-0.399
-654000,-7.696,-0.534,0.717,0.009,0.335,-0.64,-1.802,-0.377,0.342,0.763,-1.29,0.738,0.045,1.091,-1.346,0.717,0.022,2.022,0.054
-652000,-7.82,-0.696,0.486,0.307,0.587,-0.724,-1.802,-0.753,0.325,0.476,-1.005,1.095,0.541,1.091,-1.427,0.486,0.37,1.909,0.429
-650000,-8.469,-0.777,0.254,0.592,0.686,-0.8,-0.922,-0.753,0.312,0.183,-0.91,1.452,1.072,1.091,-1.508,0.138,0.717,1.297,0.633
-648000,-7.91,-0.859,-0.094,0.859,0.596,-0.859,-0.922,-1.128,0.292,-0.177,-0.719,0.527,1.63,1.091,-1.508,-0.21,1.065,0.23,0.582
-646000,-7.743,-0.94,-0.326,1.112,0.419,-0.884,-0.922,-0.753,0.277,-0.343,-0.339,-1.683,-1.669,1.091,-1.508,-0.442,1.297,-0.881,0.412
-644000,-7.573,-0.94,-0.674,1.353,0.183,-0.901,-0.041,-1.128,0.263,-0.456,-0.244,-1.323,-1.156,1.01,-1.427,-0.674,1.413,-1.669,0.256
-642000,-7.437,-0.94,-0.789,1.595,-0.07,-0.884,-0.041,-0.377,0.265,-0.489,0.136,-0.963,-0.677,1.01,-1.265,-0.789,1.413,-2.032,0.221
-640000,-8.195,-0.859,-0.905,0.565,-0.349,-0.842,0.839,-0.377,-1.131,-0.539,0.422,-0.603,-0.233,0.928,-1.184,-0.905,1.297,-1.73,0.404
-638000,-8.372,-0.777,-0.905,-1.735,-0.646,-0.783,0.839,-0.001,-2.522,-0.573,0.612,-0.242,0.193,0.847,-1.021,-0.905,1.181,-1.038,0.687
-636000,-8.237,-0.615,-0.789,-1.445,-0.92,-0.691,1.719,0.375,0.316,-0.527,0.992,0.116,0.605,0.847,-0.859,-0.789,0.833,-0.098,0.924
-634000,-8.428,-0.452,-0.558,-1.144,-1.11,-0.581,1.719,0.75,0.33,-0.368,1.183,0.475,1.008,0.766,-0.696,-0.674,0.486,0.765,0.969
-632000,-8.715,-0.29,-0.21,-0.824,-1.058,-0.455,1.719,1.126,0.349,0.093,1.373,0.832,1.404,0.685,-0.534,-0.442,0.022,1.212,0.62
-630000,-8.67,-0.128,0.138,-0.499,-0.761,-0.303,1.719,1.126,0.355,0.561,1.658,1.186,1.798,0.522,-0.371,-0.21,-0.326,1.255,0.006
-628000,-8.826,0.116,0.37,-0.165,-0.118,-0.135,2.599,0.75,0.365,1.223,1.848,1.537,-1.667,0.441,-0.29,0.022,-0.789,0.822,-0.762
-626000,-6.983,0.279,0.717,0.171,0.689,0.051,1.719,1.126,0.367,1.536,2.039,1.884,-1.28,0.36,-0.128,0.37,-1.137,0.218,-1.432
-624000,-4.796,0.441,0.949,0.512,1.475,0.236,1.719,0.75,0.373,1.495,2.039,-1.626,-0.896,0.197,0.035,0.601,-1.369,-0.343,-1.684
-622000,-3.441,0.604,1.065,0.855,2.021,0.438,1.719,0.375,0.376,1.036,2.229,-1.286,-0.512,0.035,0.116,0.717,-1.485,-0.707,-1.536
-620000,-2.799,0.766,1.181,1.201,1.981,0.64,1.719,0.375,0.378,-0.082,2.229,-0.952,-0.132,-0.046,0.279,0.833,-1.369,-0.706,-0.884
-618000,-2.852,0.928,1.065,1.548,1.46,0.843,1.719,-0.377,0.38,-1.0,2.229,-0.625,0.246,-0.209,0.36,0.949,-1.253,-0.474,-0.035
-616000,-2.601,1.091,0.833,0.613,0.447,1.036,1.719,-0.753,-1.026,-1.941,2.134,-0.304,0.623,-0.371,0.441,0.833,-0.905,-0.068,0.733
-614000,-2.49,1.253,0.601,-1.604,-0.672,1.222,1.719,-0.753,-2.431,-2.141,2.039,0.009,0.997,-0.534,0.604,0.717,-0.558,0.335,1.198
-612000,-3.069,1.335,0.254,-1.249,-1.521,1.39,0.839,-1.128,0.388,-1.628,1.848,0.307,1.366,-0.696,0.685,0.486,-0.21,0.587,1.076
-610000,-3.53,1.416,-0.094,-0.892,-1.943,1.542,0.839,-1.128,0.39,-0.811,1.658,0.592,1.732,-0.777,0.766,0.254,0.254,0.686,0.575
-608000,-4.108,1.497,-0.442,-0.531,-1.643,1.677,0.839,-1.128,0.394,0.567,1.468,0.859,-0.474,-0.859,0.847,-0.094,0.601,0.596,-0.18
-606000,-4.667,1.578,-0.789,-0.169,-0.89,1.795,0.839,-1.128,0.396,1.433,1.278,1.112,-1.397,-0.94,0.847,-0.326,0.949,0.419,-0.858
-604000,-4.599,1.66,-1.021,0.194,0.169,1.887,0.839,-0.753,0.397,2.015,0.992,1.353,-1.04,-0.94,0.928,-0.674,1.181,0.183,-1.123
-602000,-4.318,1.741,-1.137,0.558,1.116,1.963,0.839,-0.377,0.398,1.804,0.802,1.595,-0.684,-0.94,1.01,-0.789,1.297,-0.07,-0.977
-600000,-4.21,1.741,-1.253,0.923,1.489,2.022,-0.041,-0.377,0.399,0.706,0.612,0.565,-0.329,-0.859,1.01,-0.905,1.297,-0.349,-0.3
-598000,-4.179,1.741,-1.137,1.287,1.289,2.056,-0.041,0.375,0.398,-0.386,0.327,-1.735,0.027,-0.777,1.091,-0.905,1.181,-0.646,0.607
-596000,-5.433,1.741,-1.021,1.65,0.426,2.064,-0.041,0.375,0.396,-1.655,0.041,-1.445,0.382,-0.615,1.091,-0.789,0.949,-0.92,1.466
-594000,-4.86,1.741,-0.789,-1.842,-0.649,2.056,-0.041,0.75,-3.829,-2.057,-0.149,-1.144,0.738,-0.452,1.091,-0.558,0.717,-1.11,2.022
-592000,-3.89,1.741,-0.442,-1.483,-1.542,2.022,-0.041,1.126,0.393,-1.711,-0.434,-0.824,1.095,-0.29,1.091,-0.21,0.486,-1.058,1.909
-590000,-5.214,1.741,-0.094,-1.125,-2.026,1.98,-0.041,1.126,0.392,-0.929,-0.529,-0.499,1.452,-0.128,1.091,0.138,0.138,-0.761,1.297
-588000,-4.159,1.66,0.254,-0.769,-1.759,1.913,-0.922,1.126,0.389,0.503,-0.815,-0.165,0.527,0.116,1.091,0.37,-0.21,-0.118,0.23
-586000,-5.375,1.66,0.717,-0.415,-0.979,1.828,-0.041,1.502,0.387,1.484,-1.005,0.171,-1.683,0.279,1.091,0.717,-0.442,0.689,-0.881
-584000,-6.063,1.578,0.949,-0.063,0.245,1.736,-0.922,0.75,0.384,2.332,-1.1,0.512,-1.323,0.441,1.01,0.949,-0.674,1.475,-1.669
-582000,-5.885,1.497,1.297,0.287,1.497,1.635,-0.922,1.126,0.383,2.386,-1.195,0.855,-0.963,0.604,1.01,1.065,-0.789,2.021,-2.032
-580000,-5.079,1.416,1.413,0.635,2.341,1.517,-0.922,0.375,0.38,1.607,-1.385,1.201,-0.603,0.766,0.928,1.181,-0.905,1.981,-1.73
-578000,-3.24,1.335,1.529,0.981,2.667,1.39,-0.922,0.375,0.379,0.616,-1.48,1.548,-0.242,0.928,0.847,1.065,-0.905,1.46,-1.038
-576000,-2.77,1.253,1.529,1.327,2.21,1.264,-0.922,-0.001,0.378,-0.879,-1.48,0.613,0.116,1.091,0.847,0.833,-0.789,0.447,-0.098
-574000,-3.068,1.172,1.297,1.671,1.324,1.129,-0.922,-0.753,0.377,-1.696,-1.575,-1.604,0.475,1.253,0.766,0.601,-0.674,-0.672,0.765
-572000,-2.903,1.091,1.065,-0.553,0.203,0.986,-0.922,-0.753,-2.439,-2.147,-1.67,-1.249,0.832,1.335,0.685,0.254,-0.442,-1.521,1.212
-570000,-2.969,0.928,0.717,-1.491,-0.811,0.843,-1.802,-1.128,-1.03,-1.941,-1.67,-0.892,1.186,1.416,0.522,-0.094,-0.21,-1.943,1.255
-568000,-3.178,0.847,0.254,-1.145,-1.399,0.699,-0.922,-1.504,0.379,-1.13,-1.67,-0.531,1.537,1.497,0.441,-0.442,0.022,-1.643,0.822
-566000,-3.397,0.685,-0.21,-0.797,-1.591,0.556,-1.802,-1.504,0.38,-0.371,-1.67,-0.169,1.884,1.578,0.36,-0.789,0.37,-0.89,0.218
-564000,-4.41,0.604,-0.789,-0.447,-1.285,0.413,-0.922,-1.88,0.382,0.578,-1.67,0.194,-1.626,1.66,0.197,-1.021,0.601,0.169,-0.343
-562000,-4.773,0.522,-1.137,-0.096,-0.754,0.27,-0.922,-1.128,0.384,1.009,-1.67,0.558,-1.286,1.741,0.035,-1.137,0.717,1.116,-0.707
-560000,-5.4,0.36,-1.485,0.254,-0.18,0.126,-1.802,-1.128,0.384,1.091,-1.67,0.923,-0.952,1.741,-0.046,-1.253,0.833,1.489,-0.706
-558000,-5.747,0.197,-1.717,0.605,0.249,-0.008,-1.802,-0.753,0.384,0.813,-1.575,1.287,-0.625,1.741,-0.209,-1.137,0.949,1.289,-0.474
-556000,-3.845,0.116,-1.717,0.954,0.333,-0.143,-0.922,-0.001,0.382,0.156,-1.575,1.65,-0.304,1.741,-0.371,-1.021,0.833,0.426,-0.068
-554000,-3.948,-0.046,-1.601,1.301,0.176,-0.269,-1.802,0.375,0.38,-0.306,-1.48,-1.842,0.009,1.741,-0.534,-0.789,0.717,-0.649,0.335
-552000,-5.333,-0.209,-1.369,1.642,-0.17,-0.387,-1.802,0.75,0.373,-0.667,-1.385,-1.483,0.307,1.741,-0.696,-0.442,0.486,-1.542,0.587
-550000,-5.596,-0.371,-0.905,-1.877,-0.51,-0.505,-1.802,1.502,-3.858,-0.653,-1.385,-1.125,0.592,1.741,-0.777,-0.094,0.254,-2.026,0.686
-548000,-6.147,-0.452,-0.442,-1.55,-0.678,-0.606,-0.922,1.502,0.357,-0.326,-1.195,-0.769,0.859,1.66,-0.859,0.254,-0.094,-1.759,0.596
-546000,-6.774,-0.615,0.138,-1.233,-0.662,-0.699,-1.802,1.877,0.346,0.025,-1.1,-0.415,1.112,1.66,-0.94,0.717,-0.326,-0.979,0.419
-544000,-7.139,-0.777,0.717,-0.931,-0.411,-0.775,-1.802,1.877,0.33,0.474,-0.91,-0.063,1.353,1.578,-0.94,0.949,-0.674,0.245,0.183
-542000,-7.343,-0.859,1.181,-0.644,-0.057,-0.842,-0.922,1.502,0.314,0.671,-0.815,0.287,1.595,1.497,-0.94,1.297,-0.789,1.497,-0.07
-540000,-7.078,-0.94,1.529,-0.374,0.334,-0.893,-0.922,1.126,0.294,0.74,-0.624,0.635,0.565,1.416,-0.859,1.413,-0.905,2.341,-0.349
-538000,-7.236,-1.021,1.761,-0.12,0.682,-0.927,-0.922,0.75,0.278,0.659,-0.434,0.981,-1.735,1.335,-0.777,1.529,-0.905,2.667,-0.646
-536000,-7.234,-1.102,1.877,0.116,0.923,-0.943,-0.922,0.375,0.258,0.456,-0.244,1.327,-1.445,1.253,-0.615,1.529,-0.789,2.21,-0.92
-534000,-7.737,-1.102,1.761,0.348,1.082,-0.952,-0.041,-0.377,0.253,0.297,-0.149,1.671,-1.144,1.172,-0.452,1.297,-0.558,1.324,-1.11
-532000,-6.572,-1.021,1.529,0.591,1.136,-0.935,0.839,-0.753,0.265,0.097,0.136,-0.553,-0.824,1.091,-0.29,1.065,-0.21,0.203,-1.058
-530000,-5.305,-1.021,1.065,0.843,1.103,-0.901,-0.041,-1.504,0.276,-0.068,0.327,-1.491,-0.499,0.928,-0.128,0.717,0.138,-0.811,-0.761
-528000,-5.244,-0.859,0.601,1.117,0.919,-0.851,1.719,-1.504,0.299,-0.356,0.517,-1.145,-0.165,0.847,0.116,0.254,0.37,-1.399,-0.118
-526000,-4.91,-0.777,0.138,1.406,0.598,-0.783,0.839,-1.504,0.316,-0.619,0.707,-0.797,0.171,0.685,0.279,-0.21,0.717,-1.591,0.689
-524000,-5.177,-0.615,-0.326,1.717,0.08,-0.708,1.719,-1.504,0.34,-0.996,0.802,-0.447,0.512,0.604,0.441,-0.789,0.949,-1.285,1.475
-522000,-4.299,-0.534,-0.789,-1.813,-0.536,-0.615,0.839,-1.504,-3.871,-1.18,0.992,-0.096,0.855,0.522,0.604,-1.137,1.065,-0.754,2.021
-520000,-4.481,-0.371,-1.137,-1.478,-1.132,-0.514,1.719,-1.128,0.366,-1.144,1.087,0.254,1.201,0.36,0.766,-1.485,1.181,-0.18,1.981
-518000,-4.468,-0.209,-1.369,-1.136,-1.578,-0.404,1.719,-0.753,0.375,-0.857,1.183,0.605,1.548,0.197,0.928,-1.717,1.065,0.249,1.46
-516000,-4.747,-0.046,-1.369,-0.785,-1.64,-0.295,1.719,-0.001,0.383,-0.125,1.183,0.954,0.613,0.116,1.091,-1.717,0.833,0.333,0.447
-514000,-5.237,0.035,-1.369,-0.431,-1.363,-0.177,0.839,-0.001,0.387,0.525,1.278,1.301,-1.604,-0.046,1.253,-1.601,0.601,0.176,-0.672
-512000,-5.483,0.197,-1.137,-0.073,-0.672,-0.059,1.719,0.75,0.392,1.314,1.278,1.642,-1.249,-0.209,1.335,-1.369,0.254,-0.17,-1.521
-510000,-5.184,0.279,-0.905,0.285,0.165,0.051,0.839,0.75,0.392,1.593,1.183,-1.877,-0.892,-0.371,1.416,-0.905,-0.094,-0.51,-1.943
-508000,-5.352,0.36,-0.558,0.646,0.9,0.16,0.839,1.126,0.395,1.397,1.183,-1.55,-0.531,-0.452,1.497,-0.442,-0.442,-0.678,-1.643
-506000,-4.805,0.441,-0.21,1.006,1.338,0.261,0.839,1.126,0.394,0.83,1.087,-1.233,-0.169,-0.615,1.578,0.138,-0.789,-0.662,-0.89
-504000,-4.756,0.522,0.138,1.368,1.204,0.346,0.839,1.126,0.395,-0.261,0.897,-0.931,0.194,-0.777,1.66,0.717,-1.021,-0.411,0.169
-502000,-4.643,0.604,0.486,1.729,0.7,0.421,0.839,1.126,0.395,-0.967,0.802,-0.644,0.558,-0.859,1.741,1.181,-1.137,-0.057,1.116
-500000,-4.706,0.685,0.833,-0.479,-0.053,0.48,0.839,1.126,-2.421,-1.444,0.612,-0.374,0.923,-0.94,1.741,1.529,-1.253,0.334,1.489
-498000,-4.6,0.685,1.065,-1.403,-0.735,0.531,-0.041,0.75,-1.014,-1.307,0.517,-0.12,1.287,-1.021,1.741,1.761,-1.137,0.682,1.289
-496000,-4.842,0.766,1.065,-1.042,-1.017,0.556,0.839,-0.001,0.394,-0.544,0.232,0.116,1.65,-1.102,1.741,1.877,-1.021,0.923,0.426
-494000,-5.037,0.766,1.181,-0.68,-0.898,0.573,-0.041,0.375,0.396,0.221,0.136,0.348,-1.842,-1.102,1.741,1.761,-0.789,1.082,-0.649
-492000,-4.936,0.766,1.065,-0.319,-0.285,0.565,-0.041,-0.377,0.395,1.166,-0.149,0.591,-1.483,-1.021,1.741,1.529,-0.442,1.136,-1.542
-490000,-4.266,0.685,0.949,0.044,0.521,0.548,-0.922,-0.377,0.396,1.534,-0.244,0.843,-1.125,-1.021,1.741,1.065,-0.094,1.103,-2.026
-488000,-3.706,0.685,0.717,0.409,1.237,0.514,-0.041,-0.753,0.399,1.362,-0.434,1.117,-0.769,-0.859,1.66,0.601,0.254,0.919,-1.759
-486000,-4.18,0.685,0.37,0.775,1.634,0.463,-0.041,-1.128,0.4,0.752,-0.624,1.406,-0.415,-0.777,1.66,0.138,0.717,0.598,-0.979
-484000,-3.996,0.604,0.022,1.143,1.404,0.396,-0.922,-1.128,0.402,-0.444,-0.815,1.717,-0.063,-0.615,1.578,-0.326,0.949,0.08,0.245
-482000,-4.561,0.522,-0.326,1.512,0.757,0.329,-0.922,-1.128,0.404,-1.243,-0.815,-1.813,0.287,-0.534,1.497,-0.789,1.297,-0.536,1.497
-480000,-5.201,0.441,-0.558,0.6,-0.198,0.244,-0.922,-0.753,-1.001,-1.828,-1.005,-1.478,0.635,-0.371,1.416,-1.137,1.413,-1.132,2.341
-478000,-5.181,0.36,-0.905,-1.596,-1.102,0.152,-0.922,-1.128,-2.407,-1.731,-1.1,-1.136,0.981,-0.209,1.335,-1.369,1.529,-1.578,2.667
-476000,-4.966,0.279,-1.021,-1.221,-1.611,0.059,-0.922,-0.377,0.41,-0.979,-1.1,-0.785,1.327,-0.046,1.253,-1.369,1.529,-1.64,2.21
-474000,-5.703,0.197,-1.137,-0.844,-1.712,-0.042,-0.922,-0.377,0.413,-0.197,-1.195,-0.431,1.671,0.035,1.172,-1.369,1.297,-1.363,1.324
-472000,-4.68,0.116,-1.021,-0.466,-1.271,-0.143,-0.922,0.375,0.413,0.836,-1.195,-0.073,-0.553,0.197,1.091,-1.137,1.065,-0.672,0.203
-470000,-6.515,-0.046,-0.905,-0.088,-0.572,-0.236,-1.802,0.375,0.414,1.328,-1.1,0.285,-1.491,0.279,0.928,-0.905,0.717,0.165,-0.811
-468000,-7.733,-0.128,-0.558,0.289,0.188,-0.337,-0.922,1.126,0.412,1.446,-1.195,0.646,-1.145,0.36,0.847,-0.558,0.254,0.9,-1.399
-466000,-7.659,-0.29,-0.21,0.665,0.786,-0.438,-1.802,1.126,0.411,1.137,-1.195,1.006,-0.797,0.441,0.685,-0.21,-0.21,1.338,-1.591
-464000,-6.692,-0.371,0.138,1.041,0.999,-0.522,-0.922,1.126,0.411,0.402,-1.005,1.368,-0.447,0.522,0.604,0.138,-0.789,1.204,-1.285
-462000,-7.937,-0.452,0.601,1.415,0.931,-0.606,-0.922,1.502,0.41,-0.137,-1.005,1.729,-0.096,0.604,0.522,0.486,-1.137,0.7,-0.754
-460000,-8.496,-0.615,0.949,0.506,0.615,-0.691,-1.802,1.126,-0.997,-0.608,-1.005,-0.479,0.254,0.685,0.36,0.833,-1.485,-0.053,-0.18
-458000,-7.881,-0.696,1.297,-1.687,0.274,-0.758,-0.922,1.126,-2.405,-0.657,-0.815,-1.403,0.605,0.685,0.197,1.065,-1.717,-0.735,0.249
-456000,-7.51,-0.859,1.413,-1.307,0.066,-0.826,-1.802,0.375,0.415,-0.402,-0.815,-1.042,0.954,0.766,0.116,1.065,-1.717,-1.017,0.333
-454000,-8.628,-0.94,1.529,-0.926,0.016,-0.884,-0.922,0.375,0.417,-0.101,-0.719,-0.68,1.301,0.766,-0.046,1.181,-1.601,-0.898,0.176
-452000,-8.018,-1.021,1.297,-0.537,0.155,-0.935,-0.922,-0.753,0.426,0.26,-0.624,-0.319,1.642,0.766,-0.209,1.065,-1.369,-0.285,-0.17
-450000,-7.98,-1.184,1.065,-0.139,0.347,-0.977,-1.802,-0.753,0.435,0.36,-0.529,0.044,-1.877,0.685,-0.371,0.949,-0.905,0.521,-0.51
-448000,-7.673,-1.265,0.601,0.27,0.455,-1.019,-0.922,-1.504,0.448,0.201,-0.529,0.409,-1.55,0.685,-0.452,0.717,-0.442,1.237,-0.678
-446000,-7.947,-1.346,0.138,0.694,0.416,-1.045,-0.922,-1.504,0.463,-0.08,-0.339,0.775,-1.233,0.685,-0.615,0.37,0.138,1.634,-0.662
-444000,-8.812,-1.427,-0.442,1.138,0.137,-1.07,-0.922,-1.88,0.486,-0.537,-0.339,1.143,-0.931,0.604,-0.777,0.022,0.717,1.404,-0.411
-442000,-8.988,-1.508,-0.905,1.601,-0.267,-1.087,-0.922,-1.504,0.506,-0.778,-0.244,1.512,-0.644,0.522,-0.859,-0.326,1.181,0.757,-0.057
-440000,-9.709,-1.508,-1.369,-0.487,-0.694,-1.095,-0.041,-1.504,-2.29,-0.821,-0.149,0.6,-0.374,0.441,-0.94,-0.558,1.529,-0.198,0.334
-438000,-9.606,-1.508,-1.601,-1.285,-1.015,-1.095,-0.041,-0.753,-0.876,-0.618,-0.054,-1.596,-0.12,0.36,-1.021,-0.905,1.761,-1.102,0.682
-436000,-9.076,-1.508,-1.717,-0.79,-1.075,-1.095,-0.041,-0.377,0.542,-0.121,-0.054,-1.221,0.116,0.279,-1.102,-1.021,1.877,-1.611,0.923
-434000,-9.188,-1.508,-1.717,-0.309,-0.923,-1.087,-0.041,-0.001,0.526,0.286,0.041,-0.844,0.348,0.197,-1.102,-1.137,1.761,-1.712,1.082
