year_bin,anomaly,co2_ppm,co2_radiative_forcing,eccentricity,obliquity,perihelion,insolation,global_insolation,be_ppm,VADM,solar_modulation,delta_anomaly,delta_co2_ppm,delta_co2_radiative_forcing,delta_eccentricity,delta_obliquity,delta_perihelion,delta_insolation,delta_global_insolation,delta_be_ppm,delta_VADM,delta_solar_modulation,perihelion_lagged_20,perihelion_lagged_50,eccentricity_lagged_20,eccentricity_lagged_50,obliquity_lagged_20,obliquity_lagged_50,insolation_lagged_20,insolation_lagged_50,co2_ppm_squared,co2_radiative_forcing_squared,eccentricity_squared,obliquity_squared,perihelion_squared,insolation_squared,global_insolation_squared,be_ppm_squared,VADM_squared,solar_modulation_squared,delta_anomaly_squared,delta_co2_ppm_squared,delta_co2_radiative_forcing_squared,delta_eccentricity_squared,delta_obliquity_squared,delta_perihelion_squared,delta_insolation_squared,delta_global_insolation_squared,delta_be_ppm_squared,delta_VADM_squared,delta_solar_modulation_squared
-680000,-6.223,-0.005,0.053,0.928,-0.905,-0.603,-1.73,0.826,-0.324,-0.042,-0.062,-0.88,-0.01,-0.0,-0.922,-0.377,0.394,0.571,-0.91,0.0,0.014,0.004,-0.132,-1.415,0.279,-0.452,-1.369,0.486,-0.884,-0.45,0.0,0.003,0.862,0.82,0.363,2.992,0.682,0.105,0.002,0.004,0.774,0.0,0.0,0.85,0.142,0.155,0.326,0.827,0.0,0.0,0.0
-678000,-5.338,0.321,0.385,0.847,-0.905,-0.242,-1.038,0.75,-0.325,-0.042,-0.076,0.885,0.852,0.917,-0.922,-0.001,0.394,1.316,-0.91,0.001,0.014,-0.037,0.246,-1.029,0.36,-0.452,-1.253,0.254,-0.035,-0.819,0.103,0.148,0.718,0.82,0.058,1.076,0.562,0.106,0.002,0.006,0.783,0.725,0.84,0.85,0.0,0.156,1.733,0.827,0.0,0.0,0.001
-676000,-5.783,-0.187,-0.138,0.847,-0.789,0.116,-0.098,0.666,-0.327,-0.157,-0.137,-0.445,-1.436,-1.529,-0.041,0.375,0.392,1.789,-1.005,0.0,-0.358,-0.182,0.623,-0.643,0.441,-0.452,-0.905,-0.094,0.733,-0.801,0.035,0.019,0.718,0.623,0.014,0.01,0.443,0.107,0.025,0.019,0.198,2.063,2.338,0.002,0.14,0.153,3.201,1.009,0.0,0.128,0.033
-674000,-5.341,-0.26,-0.217,0.766,-0.674,0.475,0.765,0.565,-0.328,-0.625,-0.199,0.442,-0.241,-0.259,-0.922,0.375,0.392,1.641,-1.195,0.0,-1.5,-0.182,0.997,-0.255,0.604,-0.452,-0.558,-0.442,1.198,-0.538,0.067,0.047,0.587,0.454,0.225,0.585,0.319,0.108,0.391,0.04,0.195,0.058,0.067,0.85,0.14,0.153,2.694,1.428,0.0,2.25,0.033
-672000,-6.325,-0.785,-0.799,0.685,-0.442,0.832,1.212,0.455,-0.329,-0.614,-0.199,-0.984,-1.485,-1.698,-0.922,0.75,0.39,0.848,-1.29,0.001,0.051,0.004,1.366,0.136,0.685,-0.534,-0.21,-0.674,1.076,-0.129,0.616,0.638,0.469,0.195,0.691,1.468,0.207,0.108,0.377,0.04,0.968,2.204,2.884,0.85,0.563,0.152,0.718,1.664,0.0,0.003,0.0
-670000,-6.862,-1.049,-1.108,0.522,-0.21,1.186,1.255,0.346,-0.33,-0.113,-0.131,-0.537,-0.767,-0.917,-1.802,0.75,0.388,0.078,-1.29,0.0,1.637,0.211,1.732,0.529,0.766,-0.615,0.254,-0.905,0.575,0.211,1.1,1.227,0.273,0.044,1.407,1.575,0.119,0.109,0.013,0.017,0.288,0.589,0.842,3.247,0.563,0.15,0.006,1.664,0.0,2.68,0.044
-668000,-6.556,-1.288,-1.395,0.441,0.022,1.537,0.822,0.228,-0.331,0.148,-0.055,0.306,-0.698,-0.856,-0.922,0.75,0.384,-0.833,-1.385,0.001,0.856,0.232,-0.474,0.927,0.847,-0.696,0.601,-1.021,-0.18,0.27,1.658,1.947,0.195,0.0,2.362,0.676,0.052,0.11,0.022,0.003,0.094,0.488,0.733,0.85,0.563,0.147,0.693,1.919,0.0,0.732,0.054
-666000,-7.163,-1.75,-1.982,0.36,0.37,1.884,0.218,0.101,-0.333,0.267,0.013,-0.607,-1.311,-1.712,-0.922,1.126,0.38,-1.16,-1.48,0.0,0.399,0.211,-1.397,1.326,0.847,-0.777,0.949,-1.137,-0.858,0.093,3.061,3.93,0.129,0.137,3.55,0.047,0.01,0.111,0.071,0.0,0.368,1.718,2.932,0.85,1.268,0.144,1.345,2.191,0.0,0.159,0.044
-664000,-8.648,-1.707,-1.927,0.197,0.601,-1.626,-0.343,-0.034,-0.334,0.846,0.109,-1.485,0.076,0.127,-1.802,0.75,-3.848,-1.077,-1.575,0.0,1.89,0.294,-1.04,0.449,0.928,-0.859,1.181,-1.021,-1.123,-0.295,2.913,3.712,0.039,0.362,2.643,0.118,0.001,0.112,0.716,0.012,2.205,0.006,0.016,3.247,0.563,14.809,1.159,2.482,0.0,3.57,0.086
-662000,-8.17,-1.255,-1.356,0.035,0.717,-1.286,-0.707,-0.16,-0.335,1.556,0.232,0.478,1.199,1.599,-1.802,0.375,0.371,-0.7,-1.48,0.001,2.31,0.376,-0.684,-1.709,1.01,-0.94,1.297,-1.021,-0.977,-0.673,1.575,1.839,0.001,0.515,1.653,0.5,0.026,0.112,2.422,0.054,0.228,1.438,2.556,3.247,0.14,0.138,0.491,2.191,0.0,5.337,0.142
-660000,-7.251,-1.196,-1.284,-0.046,0.833,-0.952,-0.706,-0.286,-0.337,2.285,0.314,0.919,0.12,0.174,-0.922,0.375,0.365,-0.002,-1.48,0.0,2.37,0.252,-0.329,-1.29,1.01,-1.021,1.297,-0.789,-0.3,-0.833,1.431,1.648,0.002,0.694,0.907,0.498,0.082,0.113,5.221,0.098,0.845,0.014,0.03,0.85,0.14,0.133,0.0,2.191,0.0,5.618,0.064
-658000,-7.995,-1.379,-1.509,-0.209,0.949,-0.625,-0.474,-0.413,-0.337,2.37,0.348,-0.744,-0.544,-0.678,-1.802,0.375,0.358,0.436,-1.48,0.001,0.291,0.108,0.027,-0.861,1.091,-1.184,1.181,-0.558,0.607,-0.758,1.902,2.277,0.044,0.901,0.39,0.225,0.17,0.114,5.619,0.121,0.554,0.296,0.459,3.247,0.14,0.128,0.19,2.191,0.0,0.085,0.012
-656000,-8.469,-1.299,-1.41,-0.371,0.833,-0.304,-0.068,-0.531,-0.339,2.341,0.362,-0.474,0.179,0.249,-1.802,-0.377,0.351,0.771,-1.385,0.0,-0.082,0.045,0.382,-0.417,1.091,-1.265,0.949,-0.21,1.466,-0.399,1.687,1.989,0.138,0.694,0.092,0.005,0.282,0.115,5.479,0.131,0.225,0.032,0.062,3.247,0.142,0.123,0.594,1.919,0.0,0.007,0.002
-654000,-7.696,-0.888,-0.917,-0.534,0.717,0.009,0.335,-0.64,-0.34,2.59,0.362,0.773,1.089,1.378,-1.802,-0.377,0.342,0.763,-1.29,0.0,0.82,0.004,0.738,0.045,1.091,-1.346,0.717,0.022,2.022,0.054,0.788,0.841,0.285,0.515,0.0,0.112,0.41,0.116,6.706,0.131,0.598,1.186,1.898,3.247,0.142,0.117,0.583,1.664,0.0,0.672,0.0
-652000,-7.82,-1.127,-1.2,-0.696,0.486,0.307,0.587,-0.724,-0.341,2.445,0.348,-0.124,-0.699,-0.842,-1.802,-0.753,0.325,0.476,-1.005,0.001,-0.454,-0.037,1.095,0.541,1.091,-1.427,0.486,0.37,1.909,0.429,1.269,1.44,0.485,0.236,0.094,0.345,0.525,0.116,5.977,0.121,0.015,0.489,0.709,3.247,0.566,0.106,0.227,1.009,0.0,0.206,0.001
-650000,-8.469,-1.384,-1.516,-0.777,0.254,0.592,0.686,-0.8,-0.343,2.084,0.307,-0.649,-0.749,-0.936,-0.922,-0.753,0.312,0.183,-0.91,0.0,-1.151,-0.12,1.452,1.072,1.091,-1.508,0.138,0.717,1.297,0.633,1.916,2.297,0.604,0.064,0.35,0.47,0.64,0.117,4.344,0.094,0.421,0.561,0.877,0.85,0.566,0.097,0.033,0.827,0.0,1.326,0.014
-648000,-7.91,-1.16,-1.241,-0.859,-0.094,0.859,0.596,-0.859,-0.344,1.913,0.3,0.559,0.573,0.752,-0.922,-1.128,0.292,-0.177,-0.719,0.001,-0.538,-0.017,0.527,1.63,1.091,-1.508,-0.21,1.065,0.23,0.582,1.347,1.54,0.737,0.009,0.738,0.355,0.738,0.118,3.66,0.09,0.312,0.329,0.566,0.85,1.273,0.085,0.031,0.518,0.0,0.29,0.0
-646000,-7.743,-1.171,-1.254,-0.94,-0.326,1.112,0.419,-0.884,-0.345,2.3,0.314,0.167,-0.072,-0.071,-0.922,-0.753,0.277,-0.343,-0.339,0.0,1.264,0.045,-1.683,-1.669,1.091,-1.508,-0.442,1.297,-0.881,0.412,1.372,1.573,0.883,0.106,1.238,0.176,0.782,0.119,5.289,0.098,0.028,0.005,0.005,0.85,0.566,0.077,0.118,0.115,0.0,1.599,0.002
-644000,-7.573,-1.164,-1.246,-0.94,-0.674,1.353,0.183,-0.901,-0.346,2.441,0.334,0.17,-0.022,-0.01,-0.041,-1.128,0.263,-0.456,-0.244,0.0,0.471,0.066,-1.323,-1.156,1.01,-1.427,-0.674,1.413,-1.669,0.256,1.355,1.552,0.883,0.454,1.83,0.034,0.812,0.12,5.959,0.112,0.029,0.0,0.0,0.002,1.273,0.069,0.208,0.059,0.0,0.222,0.004
-642000,-7.437,-1.071,-1.134,-0.94,-0.789,1.595,-0.07,-0.884,-0.347,2.404,0.341,0.136,0.213,0.287,-0.041,-0.377,0.265,-0.489,0.136,0.001,-0.106,0.025,-0.963,-0.677,1.01,-1.265,-0.789,1.413,-2.032,0.221,1.148,1.286,0.883,0.623,2.545,0.005,0.782,0.121,5.778,0.116,0.018,0.045,0.082,0.002,0.142,0.07,0.239,0.019,0.0,0.011,0.001
-640000,-8.195,-1.216,-1.308,-0.859,-0.905,0.565,-0.349,-0.842,-0.349,2.46,0.328,-0.758,-0.44,-0.532,0.839,-0.377,-1.131,-0.539,0.422,0.0,0.195,-0.037,-0.603,-0.233,0.928,-1.184,-0.905,1.297,-1.73,0.404,1.48,1.712,0.737,0.82,0.319,0.122,0.71,0.122,6.05,0.107,0.575,0.194,0.283,0.704,0.142,1.278,0.29,0.178,0.0,0.038,0.001
-638000,-8.372,-1.29,-1.399,-0.777,-0.905,-1.735,-0.646,-0.783,-0.35,2.289,0.293,-0.177,-0.245,-0.292,0.839,-0.001,-2.522,-0.573,0.612,0.001,-0.538,-0.099,-0.242,0.193,0.847,-1.021,-0.905,1.181,-1.038,0.687,1.665,1.957,0.604,0.82,3.01,0.418,0.614,0.122,5.238,0.086,0.031,0.06,0.085,0.704,0.0,6.359,0.328,0.375,0.0,0.29,0.01
-636000,-8.237,-1.071,-1.132,-0.615,-0.789,-1.445,-0.92,-0.691,-0.351,1.765,0.266,0.135,0.562,0.729,1.719,0.375,0.316,-0.527,0.992,0.0,-1.68,-0.079,0.116,0.605,0.847,-0.859,-0.789,0.833,-0.098,0.924,1.146,1.282,0.378,0.623,2.089,0.846,0.477,0.123,3.114,0.071,0.018,0.316,0.531,2.955,0.14,0.1,0.278,0.985,0.0,2.824,0.006
-634000,-8.428,-1.105,-1.173,-0.452,-0.558,-1.144,-1.11,-0.581,-0.352,1.965,0.252,-0.191,-0.135,-0.151,1.719,0.75,0.33,-0.368,1.183,0.0,0.664,-0.037,0.475,1.008,0.766,-0.696,-0.674,0.486,0.765,0.969,1.22,1.377,0.205,0.311,1.308,1.231,0.338,0.124,3.862,0.064,0.036,0.018,0.023,2.955,0.563,0.109,0.135,1.399,0.0,0.44,0.001
-632000,-8.715,-1.101,-1.169,-0.29,-0.21,-0.824,-1.058,-0.455,-0.353,2.006,0.245,-0.287,-0.032,-0.019,1.719,1.126,0.349,0.093,1.373,0.001,0.147,-0.017,0.832,1.404,0.685,-0.534,-0.442,0.022,1.212,0.62,1.212,1.366,0.084,0.044,0.679,1.119,0.207,0.125,4.025,0.06,0.082,0.001,0.0,2.955,1.268,0.122,0.009,1.885,0.0,0.022,0.0
-630000,-8.67,-0.952,-0.993,-0.128,0.138,-0.499,-0.761,-0.303,-0.355,1.623,0.211,0.045,0.369,0.47,1.719,1.126,0.355,0.561,1.658,0.0,-1.224,-0.099,1.186,1.798,0.522,-0.371,-0.21,-0.326,1.255,0.006,0.905,0.985,0.016,0.019,0.249,0.579,0.092,0.126,2.635,0.045,0.002,0.136,0.221,2.955,1.268,0.126,0.315,2.749,0.0,1.497,0.01
-628000,-8.826,-0.824,-0.845,0.116,0.37,-0.165,-0.118,-0.135,-0.356,1.471,0.177,-0.156,0.309,0.39,2.599,0.75,0.365,1.223,1.848,0.001,-0.478,-0.099,1.537,-1.667,0.441,-0.29,0.022,-0.789,0.822,-0.762,0.679,0.713,0.013,0.137,0.027,0.014,0.018,0.127,2.163,0.031,0.024,0.095,0.152,6.757,0.563,0.133,1.495,3.416,0.0,0.229,0.01
-626000,-6.983,-0.488,-0.465,0.279,0.717,0.171,0.689,0.051,-0.357,1.408,0.15,1.843,0.88,1.053,1.719,1.126,0.367,1.536,2.039,0.0,-0.19,-0.079,1.884,-1.28,0.36,-0.128,0.37,-1.137,0.218,-1.432,0.239,0.216,0.078,0.515,0.029,0.475,0.003,0.128,1.982,0.022,3.397,0.774,1.109,2.955,1.268,0.135,2.36,4.156,0.0,0.036,0.006
-624000,-4.796,0.306,0.372,0.441,0.949,0.512,1.475,0.236,-0.359,1.278,0.122,2.187,2.142,2.361,1.719,0.75,0.373,1.495,2.039,0.0,-0.406,-0.079,-1.626,-0.896,0.197,0.035,0.601,-1.369,-0.343,-1.684,0.094,0.138,0.195,0.901,0.262,2.177,0.056,0.129,1.632,0.015,4.783,4.586,5.573,2.955,0.563,0.139,2.236,4.156,0.0,0.165,0.006
-622000,-3.441,0.63,0.691,0.604,1.065,0.855,2.021,0.438,-0.359,1.099,0.075,1.355,0.848,0.879,1.719,0.375,0.376,1.036,2.229,0.001,-0.563,-0.141,-1.286,-0.512,0.035,0.116,0.717,-1.485,-0.707,-1.536,0.397,0.478,0.364,1.134,0.732,4.083,0.192,0.129,1.208,0.006,1.836,0.719,0.773,2.955,0.14,0.141,1.073,4.967,0.0,0.316,0.02
-620000,-2.799,0.751,0.808,0.766,1.181,1.201,1.981,0.64,-0.361,0.761,-0.001,0.642,0.29,0.301,1.719,0.375,0.378,-0.082,2.229,0.0,-1.079,-0.223,-0.952,-0.132,-0.046,0.279,0.833,-1.369,-0.706,-0.884,0.564,0.653,0.587,1.395,1.442,3.924,0.41,0.13,0.579,0.0,0.412,0.084,0.09,2.955,0.14,0.143,0.007,4.967,0.0,1.165,0.05
-618000,-2.852,0.885,0.934,0.928,1.065,1.548,1.46,0.843,-0.362,0.222,-0.062,-0.053,0.328,0.329,1.719,-0.377,0.38,-1.0,2.229,0.001,-1.728,-0.182,-0.625,0.246,-0.209,0.36,0.949,-1.253,-0.474,-0.035,0.784,0.873,0.862,1.134,2.396,2.132,0.71,0.131,0.049,0.004,0.003,0.107,0.108,2.955,0.142,0.144,1.0,4.967,0.0,2.987,0.033
-616000,-2.601,1.095,1.13,1.091,0.833,0.613,0.447,1.036,-0.363,0.222,-0.096,0.251,0.534,0.526,1.719,-0.753,-1.026,-1.941,2.134,0.0,0.014,-0.099,-0.304,0.623,-0.371,0.441,0.833,-0.905,-0.068,0.733,1.199,1.277,1.19,0.694,0.376,0.199,1.074,0.132,0.049,0.009,0.063,0.286,0.277,2.955,0.566,1.052,3.766,4.552,0.0,0.0,0.01
-614000,-2.49,1.101,1.135,1.253,0.601,-1.604,-0.672,1.222,-0.365,0.367,-0.083,0.111,-0.026,-0.019,1.719,-0.753,-2.431,-2.141,2.039,0.0,0.483,0.045,0.009,0.997,-0.534,0.604,0.717,-0.558,0.335,1.198,1.212,1.288,1.571,0.362,2.571,0.451,1.493,0.133,0.135,0.007,0.012,0.001,0.0,2.955,0.566,5.909,4.582,4.156,0.0,0.233,0.002
-612000,-3.069,1.229,1.253,1.335,0.254,-1.249,-1.521,1.39,-0.366,0.412,-0.083,-0.579,0.311,0.305,0.839,-1.128,0.388,-1.628,1.848,0.001,0.159,0.004,0.307,1.366,-0.696,0.685,0.486,-0.21,0.587,1.076,1.511,1.571,1.781,0.064,1.56,2.314,1.933,0.134,0.169,0.007,0.335,0.097,0.093,0.704,1.273,0.15,2.649,3.416,0.0,0.025,0.0
-610000,-3.53,1.318,1.334,1.416,-0.094,-0.892,-1.943,1.542,-0.367,0.315,-0.083,-0.461,0.203,0.197,0.839,-1.128,0.39,-0.811,1.658,0.0,-0.298,0.004,0.592,1.732,-0.777,0.766,0.254,0.254,0.686,0.575,1.738,1.78,2.005,0.009,0.796,3.776,2.377,0.135,0.099,0.007,0.213,0.041,0.039,0.704,1.273,0.152,0.658,2.749,0.0,0.089,0.0
-608000,-4.108,1.316,1.331,1.497,-0.442,-0.531,-1.643,1.677,-0.368,0.36,-0.076,-0.578,-0.049,-0.043,0.839,-1.128,0.394,0.567,1.468,0.001,0.159,0.025,0.859,-0.474,-0.859,0.847,-0.094,0.601,0.596,-0.18,1.731,1.771,2.241,0.195,0.282,2.7,2.811,0.135,0.129,0.006,0.334,0.002,0.002,0.704,1.273,0.156,0.322,2.155,0.0,0.025,0.001
-606000,-4.667,1.168,1.198,1.578,-0.789,-0.169,-0.89,1.795,-0.369,0.609,-0.062,-0.559,-0.447,-0.414,0.839,-1.128,0.396,1.433,1.278,0.0,0.82,0.045,1.112,-1.397,-0.94,0.847,-0.326,0.949,0.419,-0.858,1.365,1.434,2.491,0.623,0.029,0.791,3.221,0.136,0.37,0.004,0.312,0.2,0.172,0.704,1.273,0.157,2.055,1.633,0.0,0.672,0.002
-604000,-4.599,0.863,0.913,1.66,-1.021,0.194,0.169,1.887,-0.371,0.527,-0.076,0.068,-0.88,-0.847,0.839,-0.753,0.397,2.015,0.992,0.0,-0.25,-0.037,1.353,-1.04,-0.94,0.928,-0.674,1.181,0.183,-1.123,0.745,0.834,2.754,1.043,0.037,0.028,3.562,0.137,0.277,0.006,0.005,0.775,0.717,0.704,0.566,0.158,4.06,0.985,0.0,0.062,0.001
-602000,-4.318,0.585,0.647,1.741,-1.137,0.558,1.116,1.963,-0.372,0.304,-0.096,0.281,-0.806,-0.795,0.839,-0.377,0.398,1.804,0.802,0.001,-0.707,-0.058,1.595,-0.684,-0.94,1.01,-0.789,1.297,-0.07,-0.977,0.342,0.418,3.03,1.293,0.311,1.246,3.854,0.138,0.092,0.009,0.079,0.65,0.632,0.704,0.142,0.159,3.254,0.644,0.0,0.499,0.003
-600000,-4.21,0.434,0.499,1.741,-1.253,0.923,1.489,2.022,-0.373,0.367,-0.144,0.108,-0.455,-0.457,-0.041,-0.377,0.399,0.706,0.612,0.0,0.219,-0.141,0.565,-0.329,-0.859,1.01,-0.905,1.297,-0.349,-0.3,0.189,0.249,3.03,1.57,0.852,2.216,4.089,0.139,0.135,0.021,0.012,0.207,0.208,0.002,0.142,0.159,0.498,0.375,0.0,0.048,0.02
-598000,-4.179,0.152,0.214,1.741,-1.137,1.287,1.289,2.056,-0.374,-0.038,-0.185,0.031,-0.818,-0.847,-0.041,0.375,0.398,-0.386,0.327,0.001,-1.296,-0.12,-1.735,0.027,-0.777,1.091,-0.905,1.181,-0.646,0.607,0.023,0.046,3.03,1.293,1.657,1.662,4.226,0.14,0.001,0.034,0.001,0.67,0.717,0.002,0.14,0.159,0.149,0.107,0.0,1.679,0.014
-596000,-5.433,-0.227,-0.182,1.741,-1.021,1.65,0.426,2.064,-0.375,-0.179,-0.274,-1.254,-1.083,-1.167,-0.041,0.375,0.396,-1.655,0.041,0.0,-0.442,-0.265,-1.445,0.382,-0.615,1.091,-0.789,0.949,-0.92,1.466,0.052,0.033,3.03,1.043,2.722,0.181,4.261,0.141,0.032,0.075,1.573,1.173,1.361,0.002,0.14,0.157,2.737,0.002,0.0,0.196,0.07
-594000,-4.86,-0.005,0.053,1.741,-0.789,-1.842,-0.649,2.056,-0.377,-0.585,-0.343,0.573,0.569,0.639,-0.041,0.75,-3.829,-2.057,-0.149,0.0,-1.296,-0.203,-1.144,0.738,-0.452,1.091,-0.558,0.717,-1.11,2.022,0.0,0.003,3.03,0.623,3.394,0.421,4.226,0.142,0.342,0.117,0.328,0.324,0.409,0.002,0.563,14.659,4.232,0.022,0.0,1.679,0.041
-592000,-3.89,0.483,0.546,1.741,-0.442,-1.483,-1.542,2.022,-0.378,-0.681,-0.445,0.97,1.298,1.378,-0.041,1.126,0.393,-1.711,-0.434,0.001,-0.298,-0.306,-0.824,1.095,-0.29,1.091,-0.21,0.486,-1.058,1.909,0.233,0.299,3.03,0.195,2.198,2.378,4.089,0.143,0.464,0.198,0.941,1.684,1.898,0.002,1.268,0.154,2.927,0.188,0.0,0.089,0.094
-590000,-5.214,0.27,0.336,1.741,-0.094,-1.125,-2.026,1.98,-0.379,-1.079,-0.548,-1.324,-0.625,-0.635,-0.041,1.126,0.392,-0.929,-0.529,0.0,-1.272,-0.306,-0.499,1.452,-0.128,1.091,0.138,0.138,-0.761,1.297,0.073,0.113,3.03,0.009,1.265,4.103,3.92,0.144,1.164,0.3,1.753,0.39,0.404,0.002,1.268,0.153,0.862,0.28,0.0,1.617,0.094
-588000,-4.159,0.893,0.941,1.66,0.254,-0.769,-1.759,1.913,-0.38,-1.38,-0.643,1.055,1.668,1.698,-0.922,1.126,0.389,0.503,-0.815,0.001,-0.959,-0.285,-0.165,0.527,0.116,1.091,0.37,-0.21,-0.118,0.23,0.797,0.886,2.754,0.064,0.591,3.095,3.658,0.144,1.904,0.414,1.113,2.783,2.882,0.85,1.268,0.151,0.253,0.663,0.0,0.92,0.081
-586000,-5.375,0.481,0.545,1.66,0.717,-0.415,-0.979,1.828,-0.382,-1.395,-0.643,-1.216,-1.174,-1.167,-0.041,1.502,0.387,1.484,-1.005,0.0,-0.034,0.004,0.171,-1.683,0.279,1.091,0.717,-0.442,0.689,-0.881,0.231,0.297,2.754,0.515,0.172,0.959,3.343,0.146,1.946,0.414,1.479,1.379,1.361,0.002,2.255,0.15,2.202,1.009,0.0,0.001,0.0
-584000,-6.063,0.011,0.07,1.578,0.949,-0.063,0.245,1.736,-0.37,-1.164,-0.568,-0.688,-1.331,-1.393,-0.922,0.75,0.384,2.332,-1.1,0.02,0.76,0.232,0.512,-1.323,0.441,1.01,0.949,-0.674,1.475,-1.669,0.0,0.005,2.491,0.901,0.004,0.06,3.012,0.137,1.356,0.323,0.473,1.772,1.939,0.85,0.563,0.148,5.436,1.21,0.0,0.577,0.054
-582000,-5.885,-0.567,-0.552,1.497,1.297,0.287,1.497,1.635,-0.358,-0.975,-0.466,0.178,-1.63,-1.811,-0.922,1.126,0.383,2.386,-1.195,0.02,0.627,0.314,0.855,-0.963,0.604,1.01,1.065,-0.789,2.021,-2.032,0.321,0.305,2.241,1.682,0.082,2.241,2.672,0.128,0.95,0.217,0.032,2.658,3.28,0.85,1.268,0.147,5.691,1.428,0.0,0.394,0.099
-580000,-5.079,-0.137,-0.085,1.416,1.413,0.635,2.341,1.517,-0.356,-0.841,-0.377,0.806,1.14,1.302,-0.922,0.375,0.38,1.607,-1.385,0.005,0.447,0.273,1.201,-0.603,0.766,0.928,1.181,-0.905,1.981,-1.73,0.019,0.007,2.005,1.996,0.403,5.482,2.3,0.127,0.707,0.142,0.65,1.299,1.696,0.85,0.14,0.145,2.581,1.919,0.0,0.2,0.074
-578000,-3.24,0.833,0.885,1.335,1.529,0.981,2.667,1.39,-0.354,-0.555,-0.295,1.839,2.622,2.742,-0.922,0.375,0.379,0.616,-1.48,0.006,0.94,0.252,1.548,-0.242,0.928,0.847,1.065,-0.905,1.46,-1.038,0.694,0.783,1.781,2.337,0.963,7.113,1.933,0.125,0.308,0.087,3.382,6.876,7.516,0.85,0.14,0.144,0.379,2.191,0.0,0.884,0.064
-576000,-2.77,1.022,1.063,1.253,1.529,1.327,2.21,1.264,-0.352,-0.235,-0.22,0.47,0.477,0.475,-0.922,-0.001,0.378,-0.879,-1.48,0.005,1.048,0.232,0.613,0.116,1.091,0.847,0.833,-0.789,0.447,-0.098,1.044,1.129,1.571,2.337,1.76,4.883,1.597,0.124,0.055,0.048,0.221,0.227,0.225,0.85,0.0,0.143,0.772,2.191,0.0,1.099,0.054
-574000,-3.068,1.056,1.094,1.172,1.297,1.671,1.324,1.129,-0.35,-0.176,-0.172,-0.298,0.052,0.056,-0.922,-0.753,0.377,-1.696,-1.575,0.006,0.207,0.149,-1.604,0.475,1.253,0.766,0.601,-0.674,-0.672,0.765,1.114,1.197,1.374,1.682,2.793,1.753,1.275,0.122,0.031,0.029,0.089,0.003,0.003,0.85,0.566,0.142,2.878,2.482,0.0,0.043,0.022
-572000,-2.903,0.989,1.031,1.091,1.065,-0.553,0.203,0.986,-0.348,-0.116,-0.165,0.165,-0.224,-0.212,-0.922,-0.753,-2.439,-2.147,-1.67,0.005,0.207,0.025,-1.249,0.832,1.335,0.685,0.254,-0.442,-1.521,1.212,0.979,1.064,1.19,1.134,0.306,0.041,0.972,0.121,0.014,0.027,0.027,0.05,0.045,0.85,0.566,5.949,4.608,2.79,0.0,0.043,0.001
-570000,-2.969,0.992,1.035,0.928,0.717,-1.491,-0.811,0.843,-0.345,-0.287,-0.185,-0.066,-0.033,-0.024,-1.802,-1.128,-1.03,-1.941,-1.67,0.006,-0.538,-0.058,-0.892,1.186,1.416,0.522,-0.094,-0.21,-1.943,1.255,0.985,1.071,0.862,0.515,2.224,0.657,0.71,0.119,0.083,0.034,0.004,0.001,0.001,3.247,1.273,1.06,3.766,2.79,0.0,0.29,0.003
-568000,-3.178,1.03,1.069,0.847,0.254,-1.145,-1.399,0.699,-0.344,-0.436,-0.247,-0.209,0.062,0.065,-0.922,-1.504,0.379,-1.13,-1.67,0.005,-0.466,-0.182,-0.531,1.537,1.497,0.441,-0.442,0.022,-1.643,0.822,1.061,1.143,0.718,0.064,1.31,1.958,0.489,0.118,0.19,0.061,0.044,0.004,0.004,0.85,2.262,0.144,1.276,2.79,0.0,0.217,0.033
-566000,-3.397,1.129,1.161,0.685,-0.21,-0.797,-1.591,0.556,-0.342,-0.77,-0.315,-0.219,0.231,0.23,-1.802,-1.504,0.38,-0.371,-1.67,0.005,-1.067,-0.203,-0.169,1.884,1.578,0.36,-0.789,0.37,-0.89,0.218,1.276,1.349,0.469,0.044,0.635,2.531,0.309,0.117,0.594,0.099,0.048,0.053,0.053,3.247,2.262,0.145,0.138,2.79,0.0,1.139,0.041
-564000,-4.41,1.095,1.13,0.604,-0.789,-0.447,-1.285,0.413,-0.339,-0.986,-0.37,-1.013,-0.137,-0.123,-0.922,-1.88,0.382,0.578,-1.67,0.006,-0.683,-0.161,0.194,-1.626,1.66,0.197,-1.021,0.601,0.169,-0.343,1.199,1.277,0.364,0.623,0.2,1.652,0.171,0.115,0.972,0.137,1.026,0.019,0.015,0.85,3.534,0.146,0.334,2.79,0.0,0.466,0.026
-562000,-4.773,0.78,0.834,0.522,-1.137,-0.096,-0.754,0.27,-0.337,-0.979,-0.418,-0.363,-0.907,-0.88,-0.922,-1.128,0.384,1.009,-1.67,0.005,0.038,-0.141,0.558,-1.286,1.741,0.035,-1.137,0.717,1.116,-0.707,0.608,0.696,0.273,1.293,0.009,0.569,0.073,0.114,0.958,0.175,0.132,0.822,0.774,0.85,1.273,0.147,1.017,2.79,0.0,0.001,0.02
